Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Quantity per Application Area ha,Variety,Year
Rectory,Variable Costs,Herbicides,Completed,Nirvana (14256),28.8,L,344.99,2/27/2019,6.4,11.979,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,4.5,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Nirvana (14256),21.825,L,261.44,2/27/2019,4.85,11.979,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,4.5,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Nirvana (14256),13.185,L,157.94,2/27/2019,2.93,11.979,Beans Dried Spring,RF 68 Fabb.Tiffany,4.5,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),7.443,L,29.71,10/21/2018,6.21,3.993,Beans Dried Spring,Rf 65 Pond.Tiffany,1.198,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),7.67,L,30.62,10/21/2018,6.4,3.993,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,1.198,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),5.813,L,23.21,10/21/2018,4.85,3.993,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,1.198,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),3.512,L,14.02,10/21/2018,2.93,3.993,Beans Dried Spring,RF 68 Fabb.Tiffany,1.198,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),37.98,L,151.64,10/21/2018,31.69,3.993,Oats Spring,Rf 61 Paul's.Mascani,1.198,Mascani,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),42.079,L,168,10/21/2018,35.11,3.993,Oats Spring,Rf 62 Lee's.Mascani,1.198,Mascani,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),8.05,L,32.14,2/19/2019,6.21,3.993,Beans Dried Spring,Rf 65 Pond.Tiffany,1.296,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),8.296,L,33.12,2/19/2019,6.4,3.993,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,1.296,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),6.287,L,25.1,2/19/2019,4.85,3.993,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,1.296,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),3.798,L,15.16,2/19/2019,2.93,3.993,Beans Dried Spring,RF 68 Fabb.Tiffany,1.296,Tiffany,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),40.324,L,161,2/21/2019,31.69,3.993,Oats Spring,Rf 61 Paul's.Mascani,1.272,Mascani,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),44.676,L,178.37,2/21/2019,35.11,3.993,Oats Spring,Rf 62 Lee's.Mascani,1.272,Mascani,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),31.436,L,125.51,8/21/2019,31.69,3.993,Oats Spring,Rf 61 Paul's.Mascani,0.992,Mascani,2019
Rectory,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),34.829,L,139.06,8/21/2019,35.11,3.993,Oats Spring,Rf 62 Lee's.Mascani,0.992,Mascani,2019
,,SUB TOTALS FOR Herbicides,,,,,3307.6,,,,,,,,
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),1.57,L,70.64,04/05/2019,31.69,45,Oats Spring,Rf 61 Paul's.Mascani,0.05,Mascani,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),1.739,L,78.26,04/05/2019,35.11,45,Oats Spring,Rf 62 Lee's.Mascani,0.05,Mascani,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.467,L,21.01,4/18/2019,6.21,45,Beans Dried Spring,Rf 65 Pond.Tiffany,0.075,Tiffany,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.481,L,21.65,4/18/2019,6.4,45,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,0.075,Tiffany,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.365,L,16.41,4/18/2019,4.85,45,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,0.075,Tiffany,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.22,L,9.91,4/18/2019,2.93,45,Beans Dried Spring,RF 68 Fabb.Tiffany,0.075,Tiffany,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.465,L,20.95,05/01/2019,6.21,45,Beans Dried Spring,Rf 65 Pond.Tiffany,0.075,Tiffany,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.48,L,21.59,05/01/2019,6.4,45,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,0.075,Tiffany,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.364,L,16.36,05/01/2019,4.85,45,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,0.075,Tiffany,2019
Rectory,Variable Costs,Insecticides,Completed,Colt 10 CS (18708),0.22,L,9.88,05/01/2019,2.93,45,Beans Dried Spring,RF 68 Fabb.Tiffany,0.075,Tiffany,2019
,,SUB TOTALS FOR Insecticides,,,,,286.66,,,,,,,,
Rectory,Variable Costs,Seed / Plants,Completed,Mascani,0,kg,0,2/23/2019,31.69,0,Oats Spring,Rf 61 Paul's.Mascani,0,Mascani,2019
Rectory,Variable Costs,Seed / Plants,Completed,Mascani,0,kg,0,2/23/2019,35.11,0,Oats Spring,Rf 62 Lee's.Mascani,0,Mascani,2019
Rectory,Variable Costs,Seed / Plants,Completed,Mascani,4436.6,kg,2048.67,2/24/2019,31.69,0.462,Oats Spring,Rf 61 Paul's.Mascani,140,Mascani,2019
Rectory,Variable Costs,Seed / Plants,Completed,Mascani,4915.4,kg,2269.76,2/24/2019,35.11,0.462,Oats Spring,Rf 62 Lee's.Mascani,140,Mascani,2019
Rectory,Variable Costs,Seed / Plants,Completed,Tiffany,2070,kg,738.9,2/27/2019,6.21,0.357,Beans Dried Spring,Rf 65 Pond.Tiffany,333.333,Tiffany,2019
Rectory,Variable Costs,Seed / Plants,Completed,Tiffany,2133.333,kg,761.51,2/27/2019,6.4,0.357,Beans Dried Spring,Rf 66 Poultry 1.A.Tiffany,333.333,Tiffany,2019
Rectory,Variable Costs,Seed / Plants,Completed,Tiffany,1616.667,kg,577.08,2/27/2019,4.85,0.357,Beans Dried Spring,Rf 67 Poultry 2.A.Tiffany,333.333,Tiffany,2019
Rectory,Variable Costs,Seed / Plants,Completed,Tiffany,976.667,kg,348.63,2/27/2019,2.93,0.357,Beans Dried Spring,RF 68 Fabb.Tiffany,333.333,Tiffany,2019
,,SUB TOTALS FOR Seed / Plants,,,,,6744.55,,,,,,,,
Rectory,Variable Costs,Trace Elements,Completed,Magnesium 5%,31.684,L,16.09,6/17/2019,31.69,0.508,Oats Spring,Rf 61 Paul's.Mascani,1,Mascani,2019
Rectory,Variable Costs,Trace Elements,Completed,Magnesium 5%,35.103,L,17.83,6/17/2019,35.11,0.508,Oats Spring,Rf 62 Lee's.Mascani,1,Mascani,2019
Rectory,Variable Costs,Trace Elements,Completed,Manganese,62.79,L,32.32,04/05/2019,31.69,0.515,Oats Spring,Rf 61 Paul's.Mascani,1.981,Mascani,2019
Rectory,Variable Costs,Trace Elements,Completed,Manganese,69.566,L,35.81,04/05/2019,35.11,0.515,Oats Spring,Rf 62 Lee's.Mascani,1.981,Mascani,2019
Rectory,Variable Costs,Trace Elements,Completed,Manganese,63.368,L,32.62,05/06/2019,31.69,0.515,Oats Spring,Rf 61 Paul's.Mascani,2,Mascani,2019
Rectory,Variable Costs,Trace Elements,Completed,Manganese,70.207,L,36.14,05/06/2019,35.11,0.515,Oats Spring,Rf 62 Lee's.Mascani,2,Mascani,2019
,,SUB TOTALS FOR Trace Elements,,,,,170.79,,,,,,,,
,SUB TOTALS FOR Variable Costs,,,,,,24597.54,,,,,,,,
Upwood FGrp,Variable Costs,Adjuvants,Completed,Remix,2.381,L,38.5,10/11/2018,11.74,16.173,Wheat Winter,Upwood Bottom.Costello,0.203,Costello,2019
Upwood FGrp,Variable Costs,Adjuvants,Completed,Remix,3.673,L,59.4,10/11/2018,18.11,16.173,Wheat Winter,Upwood Entrance.Costello,0.203,Costello,2019
Upwood FGrp,Variable Costs,Adjuvants,Completed,Remix,3.447,L,55.76,10/11/2018,17,16.173,Wheat Winter,Upwood Far.Costello,0.203,Costello,2019
Upwood FGrp,Variable Costs,Adjuvants,Completed,Roller,1.159,L,55.48,3/21/2019,11.74,47.85,Wheat Winter,Upwood Bottom.Costello,0.099,Costello,2019
Upwood FGrp,Variable Costs,Adjuvants,Completed,Roller,1.788,L,85.58,3/21/2019,18.11,47.85,Wheat Winter,Upwood Entrance.Costello,0.099,Costello,2019
Upwood FGrp,Variable Costs,Adjuvants,Completed,Roller,1.679,L,80.33,3/21/2019,17,47.85,Wheat Winter,Upwood Far.Costello,0.099,Costello,2019
,,SUB TOTALS FOR Adjuvants,,,,,375.04,,,,,,,,
Upwood FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,1150.194,kg,406.04,3/22/2019,11.74,0.353,Wheat Winter,Upwood Bottom.Costello,97.972,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,1774.277,kg,626.36,3/22/2019,18.11,0.353,Wheat Winter,Upwood Entrance.Costello,97.972,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Di Ammonium Phosphate,1665.528,kg,587.97,3/22/2019,17,0.353,Wheat Winter,Upwood Far.Costello,97.972,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,1126.639,kg,308.91,04/05/2019,11.74,0.274,Wheat Winter,Upwood Bottom.Costello,95.966,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,1737.942,kg,476.52,04/05/2019,18.11,0.274,Wheat Winter,Upwood Entrance.Costello,95.966,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Muriate Potash,1631.419,kg,447.31,04/05/2019,17,0.274,Wheat Winter,Upwood Far.Costello,95.966,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,N26-37S,1135.159,kg,246.79,3/29/2019,11.74,0.217,Wheat Winter,Upwood Bottom.Costello,96.692,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,N26-37S,1751.084,kg,380.69,3/29/2019,18.11,0.217,Wheat Winter,Upwood Entrance.Costello,96.692,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,N26-37S,1643.757,kg,357.36,3/29/2019,17,0.217,Wheat Winter,Upwood Far.Costello,96.692,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1823.795,L,481.19,2/23/2019,11.74,0.264,Wheat Winter,Upwood Bottom.Costello,155.349,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2813.367,L,742.28,2/23/2019,18.11,0.264,Wheat Winter,Upwood Entrance.Costello,155.349,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2640.93,L,696.79,2/23/2019,17,0.264,Wheat Winter,Upwood Far.Costello,155.349,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1750,L,461.72,04/11/2019,11.74,0.264,Wheat Winter,Upwood Bottom.Costello,149.063,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2800,L,738.76,04/11/2019,18.11,0.264,Wheat Winter,Upwood Entrance.Costello,154.611,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2540,L,670.16,04/11/2019,17,0.264,Wheat Winter,Upwood Far.Costello,149.412,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,1874,L,494.44,5/14/2019,11.74,0.264,Wheat Winter,Upwood Bottom.Costello,159.625,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,3057,L,806.56,5/14/2019,18.11,0.264,Wheat Winter,Upwood Entrance.Costello,168.802,Costello,2019
Upwood FGrp,Variable Costs,Fertiliser,Completed,Nitroflo 30%N,2930,L,773.06,5/14/2019,17,0.264,Wheat Winter,Upwood Far.Costello,172.353,Costello,2019
,,SUB TOTALS FOR Fertiliser,,,,,9702.89,,,,,,,,
Upwood FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),12.722,L,201.26,5/22/2019,11.74,15.82,Wheat Winter,Upwood Bottom.Costello,1.084,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),19.624,L,310.46,5/22/2019,18.11,15.82,Wheat Winter,Upwood Entrance.Costello,1.084,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Eclipse (11731),18.422,L,291.43,5/22/2019,17,15.82,Wheat Winter,Upwood Far.Costello,1.084,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),11.765,L,187.89,06/06/2019,11.74,15.97,Wheat Winter,Upwood Bottom.Costello,1.002,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),18.149,L,289.84,06/06/2019,18.11,15.97,Wheat Winter,Upwood Entrance.Costello,1.002,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Monkey (18382),17.037,L,272.08,06/06/2019,17,15.97,Wheat Winter,Upwood Far.Costello,1.002,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),12.915,L,239.06,4/22/2019,11.74,18.51,Wheat Winter,Upwood Bottom.Costello,1.1,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),19.923,L,368.77,4/22/2019,18.11,18.51,Wheat Winter,Upwood Entrance.Costello,1.1,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Nebula (15229),18.702,L,346.17,4/22/2019,17,18.51,Wheat Winter,Upwood Far.Costello,1.1,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),7.308,L,270.24,5/22/2019,11.74,36.976,Wheat Winter,Upwood Bottom.Costello,0.623,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),11.274,L,416.87,5/22/2019,18.11,36.976,Wheat Winter,Upwood Entrance.Costello,0.623,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Priaxor EC (17371),10.583,L,391.32,5/22/2019,17,36.976,Wheat Winter,Upwood Far.Costello,0.623,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Resort (17861),11.74,L,65.27,4/22/2019,11.74,5.56,Wheat Winter,Upwood Bottom.Costello,1,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Resort (17861),18.11,L,100.69,4/22/2019,18.11,5.56,Wheat Winter,Upwood Entrance.Costello,1,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Resort (17861),17,L,94.52,4/22/2019,17,5.56,Wheat Winter,Upwood Far.Costello,1,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),17.648,L,90.18,06/06/2019,11.74,5.11,Wheat Winter,Upwood Bottom.Costello,1.503,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),27.224,L,139.11,06/06/2019,18.11,5.11,Wheat Winter,Upwood Entrance.Costello,1.503,Costello,2019
Upwood FGrp,Variable Costs,Fungicides,Completed,Unizeb Gold (18186),25.555,L,130.59,06/06/2019,17,5.11,Wheat Winter,Upwood Far.Costello,1.503,Costello,2019
,,SUB TOTALS FOR Fungicides,,,,,4205.75,,,,,,,,
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),17.611,L,33.46,4/22/2019,11.74,1.9,Wheat Winter,Upwood Bottom.Costello,1.5,Costello,2019
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),27.167,L,51.62,4/22/2019,18.11,1.9,Wheat Winter,Upwood Entrance.Costello,1.5,Costello,2019
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Agrovista 3 See 750 (15975),25.502,L,48.45,4/22/2019,17,1.9,Wheat Winter,Upwood Far.Costello,1.5,Costello,2019
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),5.87,L,93.38,04/04/2019,11.74,15.908,Wheat Winter,Upwood Bottom.Costello,0.5,Costello,2019
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),9.055,L,144.05,04/04/2019,18.11,15.908,Wheat Winter,Upwood Entrance.Costello,0.5,Costello,2019
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Canopy (16314),8.5,L,135.22,04/04/2019,17,15.908,Wheat Winter,Upwood Far.Costello,0.5,Costello,2019
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Optimus (18817),1.175,L,40.51,4/22/2019,11.74,34.47,Wheat Winter,Upwood Bottom.Costello,0.1,Costello,2019
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Optimus (18817),1.813,L,62.49,4/22/2019,18.11,34.47,Wheat Winter,Upwood Entrance.Costello,0.1,Costello,2019
Upwood FGrp,Variable Costs,Growth Regulators,Completed,Optimus (18817),1.702,L,58.66,4/22/2019,17,34.47,Wheat Winter,Upwood Far.Costello,0.1,Costello,2019
,,SUB TOTALS FOR Growth Regulators,,,,,667.84,,,,,,,,
Upwood FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),0.922,kg,113.01,3/21/2019,11.74,122.609,Wheat Winter,Upwood Bottom.Costello,0.079,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),1.422,kg,174.33,3/21/2019,18.11,122.609,Wheat Winter,Upwood Entrance.Costello,0.079,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Broadway Star (18273),1.335,kg,163.64,3/21/2019,17,122.609,Wheat Winter,Upwood Far.Costello,0.079,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Fence (17393),5.889,L,374.26,11/09/2018,11.74,63.555,Wheat Winter,Upwood Bottom.Costello,0.502,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Fence (17393),9.084,L,577.33,11/09/2018,18.11,63.555,Wheat Winter,Upwood Entrance.Costello,0.502,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Fence (17393),8.527,L,541.95,11/09/2018,17,63.555,Wheat Winter,Upwood Far.Costello,0.502,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Herold (16195),3.593,L,253.42,10/11/2018,11.74,70.532,Wheat Winter,Upwood Bottom.Costello,0.306,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Herold (16195),5.543,L,390.92,10/11/2018,18.11,70.532,Wheat Winter,Upwood Entrance.Costello,0.306,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Herold (16195),5.203,L,366.96,10/11/2018,17,70.532,Wheat Winter,Upwood Far.Costello,0.306,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Palio (18349),2.145,kg,265.07,3/21/2019,11.74,123.585,Wheat Winter,Upwood Bottom.Costello,0.183,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Palio (18349),3.309,kg,408.89,3/21/2019,18.11,123.585,Wheat Winter,Upwood Entrance.Costello,0.183,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Palio (18349),3.106,kg,383.83,3/21/2019,17,123.585,Wheat Winter,Upwood Far.Costello,0.183,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),15.035,L,60.03,10/10/2018,11.74,3.993,Wheat Winter,Upwood Bottom.Costello,1.281,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),23.193,L,92.6,10/10/2018,18.11,3.993,Wheat Winter,Upwood Entrance.Costello,1.281,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Roundup Vista Plus (18002),21.772,L,86.92,10/10/2018,17,3.993,Wheat Winter,Upwood Far.Costello,1.281,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),23.808,L,282.33,10/11/2018,11.74,11.859,Wheat Winter,Upwood Bottom.Costello,2.028,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),36.725,L,435.51,10/11/2018,18.11,11.859,Wheat Winter,Upwood Entrance.Costello,2.028,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Trooper (13924),34.474,L,408.82,10/11/2018,17,11.859,Wheat Winter,Upwood Far.Costello,2.028,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),6.766,L,175.91,11/09/2018,11.74,26,Wheat Winter,Upwood Bottom.Costello,0.576,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),10.437,L,271.36,11/09/2018,18.11,26,Wheat Winter,Upwood Entrance.Costello,0.576,Costello,2019
Upwood FGrp,Variable Costs,Herbicides,Completed,Xerton (17335),9.797,L,254.73,11/09/2018,17,26,Wheat Winter,Upwood Far.Costello,0.576,Costello,2019
,,SUB TOTALS FOR Herbicides,,,,,6081.82,,,,,,,,
Upwood FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),1.768,L,37.13,3/21/2019,11.74,21,Wheat Winter,Upwood Bottom.Costello,0.151,Costello,2019
Upwood FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),2.727,L,57.27,3/21/2019,18.11,21,Wheat Winter,Upwood Entrance.Costello,0.151,Costello,2019
Upwood FGrp,Variable Costs,Insecticides,Completed,Kingpin (18626),2.56,L,53.76,3/21/2019,17,21,Wheat Winter,Upwood Far.Costello,0.151,Costello,2019
Upwood FGrp,Variable Costs,Insecticides,Completed,Sven (18627),1.861,L,34.05,11/09/2018,11.74,18.3,Wheat Winter,Upwood Bottom.Costello,0.158,Costello,2019
Upwood FGrp,Variable Costs,Insecticides,Completed,Sven (18627),2.87,L,52.52,11/09/2018,18.11,18.3,Wheat Winter,Upwood Entrance.Costello,0.158,Costello,2019
Upwood FGrp,Variable Costs,Insecticides,Completed,Sven (18627),2.694,L,49.3,11/09/2018,17,18.3,Wheat Winter,Upwood Far.Costello,0.158,Costello,2019
,,SUB TOTALS FOR Insecticides,,,,,284.04,,,,,,,,
Upwood FGrp,Variable Costs,Seed / Plants,Completed,Costello latitude,1948,kg,1001.27,10/11/2018,11.64,0.514,Wheat Winter,Upwood Bottom.Costello,167.354,Costello,2019
Upwood FGrp,Variable Costs,Seed / Plants,Completed,Costello latitude,3132,kg,1609.85,10/11/2018,18.01,0.514,Wheat Winter,Upwood Entrance.Costello,173.903,Costello,2019
Upwood FGrp,Variable Costs,Seed / Plants,Completed,Costello latitude,2874,kg,1477.24,10/11/2018,17,0.514,Wheat Winter,Upwood Far.Costello,169.059,Costello,2019
Upwood FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,8.352,L,69.17,5/22/2019,11.74,8.282,Wheat Winter,Upwood Bottom.Costello,0.711,Costello,2019
Upwood FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,12.883,L,106.7,5/22/2019,18.11,8.282,Wheat Winter,Upwood Entrance.Costello,0.711,Costello,2019
Upwood FGrp,Variable Costs,Seed / Plants,Completed,Mycoguard 720,12.093,L,100.16,5/22/2019,17,8.282,Wheat Winter,Upwood Far.Costello,0.711,Costello,2019
,,SUB TOTALS FOR Seed / Plants,,,,,4364.38,,,,,,,,
Upwood FGrp,Variable Costs,Trace Elements,Completed,Copper,3.759,L,19.49,4/22/2019,11.74,5.185,Wheat Winter,Upwood Bottom.Costello,0.32,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Copper,5.798,L,30.07,4/22/2019,18.11,5.185,Wheat Winter,Upwood Entrance.Costello,0.32,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Copper,5.443,L,28.22,4/22/2019,17,5.185,Wheat Winter,Upwood Far.Costello,0.32,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,11.625,L,81.11,5/22/2019,11.74,6.977,Wheat Winter,Upwood Bottom.Costello,0.99,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,17.933,L,125.12,5/22/2019,18.11,6.977,Wheat Winter,Upwood Entrance.Costello,0.99,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Headland Multiple Pro,16.833,L,117.45,5/22/2019,17,6.977,Wheat Winter,Upwood Far.Costello,0.99,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Headland Promise,12.529,L,35.85,4/22/2019,11.74,2.861,Wheat Winter,Upwood Bottom.Costello,1.067,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Headland Promise,19.328,L,55.3,4/22/2019,18.11,2.861,Wheat Winter,Upwood Entrance.Costello,1.067,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Headland Promise,18.143,L,51.91,4/22/2019,17,2.861,Wheat Winter,Upwood Far.Costello,1.067,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,11.765,L,5.98,06/06/2019,11.74,0.508,Wheat Winter,Upwood Bottom.Costello,1.002,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,18.149,L,9.22,06/06/2019,18.11,0.508,Wheat Winter,Upwood Entrance.Costello,1.002,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Magnesium 5%,17.037,L,8.65,06/06/2019,17,0.508,Wheat Winter,Upwood Far.Costello,1.002,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Manganese,11.594,L,5.97,3/21/2019,11.74,0.515,Wheat Winter,Upwood Bottom.Costello,0.988,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Manganese,17.884,L,9.2,3/21/2019,18.11,0.515,Wheat Winter,Upwood Entrance.Costello,0.988,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Manganese,16.788,L,8.64,3/21/2019,17,0.515,Wheat Winter,Upwood Far.Costello,0.988,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Manganese,11.727,L,6.04,04/04/2019,11.74,0.515,Wheat Winter,Upwood Bottom.Costello,0.999,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Manganese,18.089,L,9.31,04/04/2019,18.11,0.515,Wheat Winter,Upwood Entrance.Costello,0.999,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Manganese,16.981,L,8.74,04/04/2019,17,0.515,Wheat Winter,Upwood Far.Costello,0.999,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,23.453,L,181.38,04/04/2019,11.74,7.734,Wheat Winter,Upwood Bottom.Costello,1.998,Costello,2019
Upwood FGrp,Variable Costs,Trace Elements,Completed,Terrasorb foliar,36.179,L,279.8,04/04/2019,18.11,7.734,Wheat Winter,Upwood Entrance.Costello,1.998,Costello,2019
